AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
9.6936,1024.3,68.695,3.9097,24.054,1083.4,547.53,135.16,11.885,5.4854,84.441
25.533,1014.7,82.114,3.2055,20.408,1061.1,550.03,111.55,10.706,1.7501,53.267
17.172,1023.6,74.691,3.3339,19.619,1059.3,550.02,112.17,10.719,3.7796,72.184
7.9914,1020.1,83.203,5.3684,32.606,1099.7,527.81,164.02,14.207,1.1738,67.296
17.477,1017.2,61.889,3.2443,21.49,1070.4,549.75,121.71,11.104,2.5192,69.908
22.398,1012.4,68.496,3.6054,25.079,1089.2,550.19,133.71,11.909,0.98638,65.881
10.679,1012.3,92.19,3.6865,23.981,1084.8,550.04,133.67,11.724,0.68115,76.808
30.146,1009.4,50.643,4.6963,31.33,1100.0,536.17,150.08,13.575,0.30224,52.553
11.205,1013.6,74.333,4.1444,24.319,1086.6,549.84,135.02,12.048,1.1289,77.397
5.7492,1016.4,84.679,4.2248,23.888,1087.2,550.0,134.46,12.013,0.33097,83.428
5.698,1016.4,73.833,3.891,23.279,1082.4,550.2,133.9,11.609,1.5645,83.258
19.06,1012.0,86.354,3.1998,20.174,1061.7,550.41,113.9,10.635,2.0801,58.004
20.173,1007.1,86.025,3.7868,25.333,1089.8,549.93,134.36,11.994,0.72949,65.851
14.257,1021.3,85.711,3.5077,24.069,1086.8,550.14,133.82,11.938,1.1195,72.308
32.134,1003.3,56.388,4.4833,29.734,1099.8,541.92,146.32,13.059,0.31077,56.593
13.772,999.29,77.394,4.1776,23.971,1083.7,550.19,132.46,11.76,2.121,75.449
23.76,1017.2,72.39,4.0459,25.705,1093.2,549.79,134.74,12.119,1.2614,64.538
12.717,1013.5,86.16,4.8032,32.213,1100.1,531.11,159.46,13.873,0.14408,67.443
10.61,1012.3,96.254,4.2523,24.131,1084.9,550.11,134.11,11.819,1.0796,74.498
8.6689,1026.8,84.36,5.4418,32.889,1100.2,526.84,163.41,14.219,0.4303,63.534
9.3257,1007.7,85.764,4.1061,23.845,1085.0,550.09,133.66,11.814,2.0284,80.472
14.75,1005.4,91.388,3.6262,24.378,1085.0,549.57,133.84,11.918,0.95297,64.849
17.723,1018.0,98.146,4.03,24.994,1089.7,549.98,134.16,12.071,1.7712,66.683
11.825,1013.4,85.326,5.6061,32.229,1100.2,529.79,160.47,13.972,0.7432,63.886
20.351,1009.2,88.674,3.9339,25.114,1089.9,550.0,134.41,12.066,1.4443,63.772
5.6686,1027.6,77.172,4.0998,23.465,1085.9,550.16,134.25,11.971,1.4679,86.178
7.7453,1016.1,72.159,3.7817,23.431,1083.6,549.95,133.67,11.903,1.7315,81.513
22.795,1016.2,77.475,3.9165,25.37,1090.8,549.94,133.38,12.058,0.60711,60.42
12.906,1013.8,92.536,4.293,22.676,1075.8,549.82,125.4,11.479,1.975,73.557
10.507,1024.0,81.082,5.4257,32.101,1099.6,530.38,159.08,13.935,2.3273,60.38
18.907,1019.8,78.341,4.5219,28.121,1094.0,539.75,144.11,12.989,1.7564,71.534
10.695,1016.4,93.179,4.4041,23.982,1085.1,550.26,133.67,11.879,1.2385,74.064
11.783,1023.8,64.003,4.4199,24.023,1086.8,549.98,134.3,11.958,0.96078,77.17
19.421,1010.4,97.215,3.2233,19.91,1058.7,549.88,112.11,10.519,2.1886,57.575
14.914,1007.7,95.261,4.5626,31.854,1100.2,533.02,157.42,13.779,0.68469,62.363
16.236,1012.8,58.468,4.1208,29.637,1100.2,536.75,153.75,13.431,1.2575,68.843
9.5533,1018.0,71.543,3.9761,23.825,1084.2,550.06,133.8,11.826,1.816,80.242
20.967,1012.2,81.893,2.9558,19.675,1057.0,549.9,110.65,10.521,2.5852,59.827
25.979,1013.6,70.485,3.7772,25.636,1092.1,549.89,133.81,12.284,0.43446,59.427
8.9015,1028.0,74.445,5.9202,35.92,1100.1,516.37,169.14,14.837,2.2492,64.894
8.1818,1016.7,87.786,5.0207,32.413,1099.8,529.61,162.25,14.013,0.75563,65.457
16.334,1006.6,88.141,3.6412,24.757,1086.9,549.36,134.75,11.966,1.3064,67.822
5.4035,1028.1,82.875,4.0919,23.365,1085.1,549.75,133.51,11.703,2.9204,88.513
13.556,1018.9,87.247,4.4785,28.627,1100.2,540.43,151.49,13.276,1.1177,69.879
29.474,1014.7,58.281,4.7317,30.892,1100.0,536.69,149.27,13.447,0.18159,49.09
7.2303,1022.3,84.658,3.357,19.618,1051.0,543.51,114.53,10.745,4.4911,83.109
13.246,1017.5,86.294,4.4066,23.901,1085.7,550.26,133.25,11.844,1.068,75.18
20.11,1010.8,60.305,4.4344,31.072,1099.9,535.16,155.55,13.694,1.2852,63.764
11.039,1013.2,90.021,4.2987,28.715,1092.8,538.75,148.89,12.953,0.28048,70.347
4.4067,1016.2,79.151,3.842,23.584,1084.4,549.73,134.22,11.858,0.98553,83.095
27.638,1017.0,57.86,4.1522,25.954,1094.5,550.37,133.77,12.241,1.1105,65.651
20.583,1011.5,81.762,3.6678,25.13,1090.2,550.22,134.63,12.182,0.72281,63.349
19.935,1011.8,89.786,3.3167,21.807,1070.6,550.24,120.48,11.074,1.4471,58.966
10.902,1025.2,77.907,5.1025,32.595,1099.6,527.62,161.07,14.025,0.86733,66.903
24.566,1000.1,89.885,3.221,20.774,1061.9,549.91,113.37,10.799,1.4545,49.534
30.538,1014.4,55.641,4.3574,29.461,1098.3,540.72,144.77,13.093,2.3705,62.27
11.414,1017.3,94.241,4.314,24.165,1085.6,550.01,133.68,11.882,1.4178,77.225
10.242,1004.4,95.045,4.6251,23.854,1084.1,549.96,133.67,11.796,0.76087,74.506
23.458,1007.3,68.159,3.5569,23.498,1078.4,550.33,125.13,11.612,0.844,62.014
26.623,1012.2,57.389,4.5207,29.047,1100.1,543.09,146.74,13.005,1.3618,64.1
19.958,1006.2,62.773,5.7286,31.366,1100.0,535.4,154.73,13.527,0.76854,67.466
5.9776,1012.5,90.679,3.5983,23.447,1082.3,550.02,130.63,11.622,0.76573,82.3
12.095,1008.8,87.629,4.4426,23.967,1084.8,549.83,133.22,11.814,0.36905,73.249
29.406,1009.6,57.103,3.9203,25.615,1092.0,550.36,133.79,12.282,0.70096,64.602
12.929,1020.3,73.867,5.2755,32.39,1100.1,529.36,159.57,13.971,0.62303,66.661
27.249,1013.8,56.394,3.8075,25.921,1093.2,549.94,134.07,12.362,0.3003,62.028
9.7586,1012.6,93.862,3.3764,18.943,1026.4,531.08,106.01,10.422,12.195,117.7
26.07,1005.7,51.591,3.875,25.509,1091.0,550.0,133.75,12.125,0.79305,69.969
5.9384,1025.1,89.319,3.514,22.867,1081.8,550.26,131.25,11.748,0.4963,82.267
27.628,1016.0,57.186,4.1397,25.933,1094.0,549.59,133.77,12.274,1.3263,66.498
6.2259,1025.7,77.03,3.8969,23.439,1085.0,550.0,134.87,11.91,1.9289,82.305
22.358,1010.9,92.119,3.1132,20.066,1059.3,549.95,111.76,10.553,1.8691,51.49
10.722,1016.5,80.263,4.7526,32.739,1100.2,528.93,160.6,14.049,1.3484,71.115
9.5001,1026.3,81.315,5.2804,33.5,1100.0,525.22,164.64,14.216,0.84013,64.863
30.31,1010.7,58.813,4.4356,29.587,1100.0,541.51,147.46,13.191,0.67988,55.546
14.283,1013.7,96.212,4.6121,24.516,1086.8,550.16,133.74,12.091,0.65106,69.853
14.151,1007.1,93.828,2.9506,18.942,1053.5,549.57,111.0,10.438,3.5411,72.803
26.524,1011.4,74.882,4.0013,25.816,1092.6,549.92,133.52,12.144,0.53361,60.556
20.657,1008.6,82.785,3.6805,24.945,1088.9,550.08,133.76,11.997,0.78859,61.857
32.161,1010.8,41.753,3.9491,26.042,1092.9,550.33,132.77,12.169,0.8254,67.069
15.417,1009.9,85.804,4.5141,31.816,1100.0,532.49,157.75,13.754,1.0987,59.365
12.194,1017.8,81.445,4.8966,32.436,1100.1,529.77,160.45,13.984,0.41722,64.699
25.567,1016.5,60.412,4.3304,27.255,1100.2,548.84,139.77,12.555,1.1906,68.901
13.042,1029.0,72.619,3.8824,24.107,1087.6,550.07,134.21,11.934,1.3613,76.843
9.2974,1015.2,66.6,4.9507,30.618,1096.6,534.02,155.48,13.484,0.24352,71.664
15.919,1003.6,79.331,3.534,19.166,1054.6,550.01,110.73,10.42,3.6118,77.117
23.313,1008.0,88.222,3.6349,23.898,1082.2,550.05,128.29,11.646,0.67177,57.014
14.573,1008.9,69.158,5.7407,31.514,1100.0,533.67,156.32,13.727,1.7317,71.36
20.15,1006.6,89.529,3.4177,22.925,1075.6,550.12,124.41,11.33,1.2766,60.089
14.66,1008.5,95.9,4.2515,24.595,1086.7,549.77,133.68,11.909,1.7479,69.709
10.803,1026.4,74.932,4.8221,30.303,1095.8,533.4,154.73,13.46,0.89248,70.459
12.413,1019.3,79.588,4.8705,31.82,1099.3,530.52,158.06,13.857,0.89782,67.726
27.334,1017.3,52.092,3.8753,25.783,1093.7,549.94,133.82,12.298,0.69817,66.967
5.1055,1012.2,92.142,5.0703,33.4,1100.1,525.39,167.31,14.258,0.7261,67.591
27.874,1007.4,66.977,3.8952,26.129,1093.8,549.88,134.8,12.258,0.57355,63.378
24.221,1011.2,74.851,3.8531,25.721,1092.6,549.91,134.81,12.14,0.46917,61.695
5.0513,1027.0,80.023,5.5116,33.851,1100.2,522.44,168.61,14.493,1.7706,65.943
24.123,1005.1,94.033,3.8858,25.573,1090.2,549.77,133.73,12.016,0.27209,54.619
13.562,1023.4,63.822,5.432,32.23,1100.1,529.68,158.93,13.932,0.25321,60.38
20.298,1006.6,79.462,3.0809,19.673,1057.0,549.95,110.79,10.597,5.1585,51.179
26.331,1011.8,66.459,3.7729,25.464,1090.5,549.95,132.76,12.094,0.44446,61.635
27.419,1000.8,74.555,3.8826,25.923,1092.4,549.92,133.77,12.271,0.48322,56.67
17.79,1012.7,79.029,5.4541,31.341,1100.0,534.5,154.17,13.621,0.88239,65.648
26.181,1013.5,56.652,4.4056,30.811,1100.0,536.79,151.71,13.437,1.4482,71.137
16.74,1022.6,69.188,5.4053,31.381,1100.0,533.26,155.19,13.703,0.41471,62.853
26.584,1011.3,52.269,4.0996,25.835,1093.4,550.1,133.76,12.205,0.99944,67.182
3.4288,1019.9,77.575,3.9887,23.558,1085.9,550.16,133.68,11.885,1.6949,85.669
27.861,1005.3,50.542,4.0219,25.829,1093.8,550.06,135.79,12.307,0.63202,69.339
5.8593,1027.4,77.598,4.0897,23.421,1085.8,549.89,134.23,11.963,1.4803,85.533
29.246,1011.1,52.007,4.0662,26.155,1094.7,550.06,133.77,12.25,0.43571,64.615
11.718,1017.6,85.561,4.478,24.045,1085.1,549.94,133.74,11.883,1.8235,75.257
10.08,1010.5,66.368,5.2978,32.605,1100.2,529.84,160.93,13.974,0.65978,70.756
25.632,1017.0,66.239,4.1036,25.888,1093.4,550.31,133.78,12.22,1.205,67.86
25.054,1016.4,63.256,4.0807,25.566,1091.3,549.65,133.45,12.072,1.5426,65.786
5.9311,1021.8,83.924,3.2525,19.292,1036.1,534.91,111.37,10.484,9.3882,118.89
10.885,1020.8,86.261,4.0202,23.976,1085.1,550.09,133.63,11.765,1.3914,77.343
8.5484,1015.7,92.484,3.9103,24.07,1086.1,549.9,134.0,11.985,0.2848,76.814
12.717,1006.9,76.878,3.5118,18.869,1053.8,549.8,110.41,10.466,3.0925,84.045
10.586,1019.4,99.549,4.7907,24.227,1086.4,550.0,134.57,11.945,1.625,75.685
11.672,1015.8,90.013,4.4147,23.933,1085.7,550.19,133.68,11.866,1.1182,74.24
11.602,1024.0,86.834,4.8566,32.395,1100.1,529.12,160.38,14.129,0.39597,63.876
26.071,1008.3,75.875,3.8325,25.626,1091.0,550.26,133.71,12.118,0.40193,59.266
10.242,1011.8,80.714,4.1598,23.818,1084.5,549.78,133.64,11.719,0.70169,74.597
6.5309,1025.0,88.881,3.6552,23.303,1083.8,550.13,133.58,11.841,0.75919,79.146
31.532,1007.3,55.418,4.0565,26.392,1094.8,550.14,133.83,12.189,0.32344,60.532
23.606,1009.6,94.972,4.4985,30.224,1099.4,538.74,148.33,13.231,0.31962,53.854
7.8002,1023.2,82.731,4.8209,29.796,1094.5,535.3,151.37,13.316,1.1557,72.949
21.443,1014.6,83.61,4.4865,31.382,1100.0,534.61,152.91,13.571,0.94659,55.979
4.6561,1015.4,85.993,3.5076,19.323,1056.2,548.89,112.69,10.527,4.8834,113.03
17.426,1016.2,91.738,3.0132,19.253,1056.3,549.98,110.67,10.355,3.2932,64.21
11.531,1013.9,98.386,3.7993,23.886,1085.4,550.24,133.68,11.823,0.93187,71.58
23.122,1010.8,86.613,3.1709,20.237,1060.1,550.03,111.75,10.803,1.7928,51.939
3.4002,1022.3,76.539,3.8401,23.322,1084.8,550.31,133.39,11.781,1.2207,88.039
14.527,1016.5,76.363,5.5241,31.455,1100.1,531.96,157.19,13.827,0.96775,66.611
25.256,1015.7,67.963,3.9031,25.805,1093.5,550.23,134.36,12.118,0.16167,67.576
9.4239,1013.5,94.191,4.3244,28.44,1091.7,539.14,148.2,12.89,0.2261,68.782
13.857,1011.4,89.703,4.503,31.742,1100.3,532.11,158.37,13.796,1.3401,62.671
21.631,1007.0,83.662,3.8393,25.506,1091.1,549.81,134.78,12.109,0.41129,63.872
16.337,1007.0,90.06,4.5385,31.921,1100.1,532.9,157.11,13.717,0.48315,61.098
22.429,1008.8,83.606,3.4986,23.653,1080.5,550.33,127.18,11.533,0.87875,57.373
18.394,1005.1,82.036,3.6901,25.067,1088.5,550.15,134.48,11.96,1.0819,66.731
9.9294,1011.0,89.721,3.5682,19.035,1046.9,544.49,110.81,10.383,5.0885,85.066
11.775,1016.3,74.537,5.0901,32.753,1100.0,527.99,161.75,14.064,0.7641,67.067
22.704,1008.5,84.078,3.8323,25.729,1090.2,549.15,134.71,12.265,0.33127,62.085
4.68,1022.7,86.145,3.8907,23.025,1082.5,550.0,132.66,11.789,1.0395,82.991
19.53,1017.7,94.463,3.5105,22.689,1077.1,549.85,124.94,11.447,1.2721,58.619
4.8234,1031.1,87.495,3.899,23.035,1083.7,550.03,133.74,11.673,1.8178,83.379
5.5085,1026.3,78.97,5.4642,33.646,1100.1,523.09,167.92,14.439,0.9606,65.951
22.207,1012.8,94.493,4.1038,25.888,1092.3,549.39,134.85,12.2,1.2524,59.081
8.247,1022.0,72.228,3.5196,21.381,1071.3,549.9,124.66,11.254,2.0366,83.101
25.829,1008.4,86.68,4.3619,29.709,1098.7,540.73,145.27,13.092,0.84008,57.943
12.016,1006.0,84.657,5.7726,31.829,1100.1,531.72,159.15,13.9,0.26451,65.445
20.203,1016.2,92.701,3.2503,20.11,1060.6,550.08,112.77,10.73,2.717,53.977
27.418,1010.5,72.281,4.5102,30.56,1099.7,537.82,147.82,13.288,0.34279,55.338
20.868,1015.6,84.064,3.1212,19.862,1058.7,549.96,111.23,10.481,2.5834,56.22
21.168,1009.8,87.518,3.1305,19.976,1059.1,550.12,111.7,10.46,2.5447,56.169
4.2385,1009.3,96.743,5.1359,33.82,1100.1,523.99,168.71,14.38,0.78008,67.385
11.342,1027.8,88.987,3.7566,22.688,1079.2,549.88,128.78,11.604,0.74459,72.954
10.947,1016.8,94.616,4.9238,32.13,1100.2,530.87,159.78,13.954,0.6372,65.757
7.3961,1022.4,92.562,3.2909,19.12,1039.3,537.51,110.83,10.507,10.257,107.58
8.5926,1011.6,92.433,4.2051,24.192,1085.6,550.09,134.7,11.845,1.4768,77.427
5.8186,1030.1,91.992,4.0864,23.605,1085.5,550.07,135.12,11.873,1.8217,84.443
11.858,1016.4,90.534,3.9979,24.046,1086.3,549.88,134.53,11.953,1.2862,72.733
9.2962,1021.4,94.508,3.6242,23.706,1084.3,550.17,133.7,11.821,0.74741,79.63
15.002,1024.6,70.645,4.9006,31.28,1100.1,529.85,158.34,13.922,0.82576,66.444
14.647,1009.2,92.899,4.0307,24.27,1086.2,550.27,133.69,11.936,0.94713,67.949
19.954,1001.4,71.167,4.7698,24.69,1087.4,549.82,132.72,12.046,0.85037,70.341
16.274,1003.8,97.335,3.2142,19.533,1056.2,550.0,111.74,10.532,3.6496,63.435
9.196,1014.5,97.028,3.715,23.662,1084.2,549.95,133.68,11.792,0.52051,77.433
10.213,1022.0,92.184,3.9009,23.657,1085.4,550.17,134.01,11.757,1.5839,77.891
8.9323,1014.1,77.363,5.2765,32.056,1100.2,531.21,160.6,13.958,1.0374,71.295
21.827,1020.9,64.027,4.6923,29.113,1099.9,539.73,147.44,13.188,0.84528,70.562
10.993,1017.2,87.722,4.5159,24.15,1085.6,550.16,134.25,11.904,1.5225,74.709
24.272,1005.6,80.071,3.1822,20.831,1064.0,550.11,114.85,10.878,1.6033,53.584
8.529,1017.5,76.486,5.1537,32.726,1100.1,527.51,163.9,14.195,0.21276,64.324
5.9797,1016.5,91.827,5.1636,34.047,1100.1,524.15,167.73,14.33,0.24955,63.619
16.582,1023.5,60.14,5.6383,32.242,1099.8,530.16,156.21,13.873,1.4167,69.196
13.382,1016.0,67.894,4.8773,35.093,1100.2,521.33,164.78,14.42,1.8463,66.965
25.69,1012.1,69.238,3.775,25.206,1089.9,550.05,132.78,12.065,0.91613,59.938
17.042,1007.2,78.551,4.2242,24.646,1087.1,549.7,133.72,11.798,1.282,73.179
10.025,1011.3,88.844,4.7466,26.845,1089.5,542.04,143.37,12.572,1.0714,73.172
2.9468,1016.2,82.461,3.8303,23.325,1084.0,550.15,133.66,11.822,1.6122,83.869
12.047,1016.6,100.14,4.8999,32.106,1100.2,530.01,159.7,13.93,0.59454,59.098
15.464,1021.6,77.641,4.1732,24.594,1088.6,549.94,134.74,11.991,1.6135,74.78
11.972,1014.4,86.453,3.8505,24.166,1085.9,549.96,133.66,11.861,0.84483,73.823
23.479,1017.5,72.077,3.5073,21.965,1071.2,549.87,118.9,11.186,2.1405,58.832
5.8372,1022.1,86.775,3.4991,23.428,1083.5,549.79,134.08,11.775,0.60293,84.423
19.532,1010.8,87.007,3.6633,24.846,1088.7,550.05,133.65,12.045,0.80948,62.11
24.805,1003.5,81.947,3.7162,24.878,1081.9,547.11,129.86,11.869,0.90897,55.595
10.529,1010.6,97.914,3.567,23.65,1084.2,550.07,133.73,11.807,0.97364,66.169
14.947,1018.0,79.35,4.8327,26.511,1089.1,544.42,139.9,12.512,1.4296,69.575
7.9395,1020.3,87.203,3.5841,23.426,1084.6,550.03,133.68,11.831,0.94843,82.344
12.699,1019.1,64.24,4.2756,30.474,1099.9,532.8,158.64,13.738,1.0355,64.306
23.948,1011.9,78.817,2.9719,20.006,1058.3,549.96,110.82,10.557,2.2396,54.075
18.98,1013.3,86.438,3.9182,25.294,1090.5,550.31,134.74,12.134,1.0753,64.109
11.492,1013.7,84.717,4.332,23.759,1083.9,550.23,132.72,11.781,0.91827,74.966
28.858,1016.8,62.006,3.9701,26.125,1094.8,550.1,134.24,12.266,0.74193,62.282
17.461,1013.7,91.122,2.9646,19.282,1055.6,550.08,110.59,10.312,3.1105,66.422
4.2932,1018.3,84.235,3.5709,23.951,1086.1,550.05,134.67,11.892,0.44784,82.377
30.338,1005.3,52.966,4.4989,30.047,1099.8,540.56,147.35,13.109,0.93233,59.456
13.024,1015.3,51.462,4.4059,25.121,1091.5,549.89,133.68,12.096,1.3821,82.336
14.948,1025.7,81.503,3.9154,24.209,1087.4,549.87,133.65,11.998,1.3707,72.426
19.217,1014.1,75.685,3.538,24.749,1088.5,550.29,133.73,11.948,0.75321,66.426
20.419,1009.7,91.636,3.2218,19.979,1059.5,549.86,111.75,10.565,2.2339,56.629
9.0852,1013.6,81.814,3.8314,23.876,1084.9,549.87,134.08,11.901,1.1778,76.97
29.207,1011.3,51.993,4.8184,30.589,1099.9,538.27,147.19,13.321,1.1619,59.766
20.553,1016.6,73.215,3.5529,24.903,1088.8,549.6,133.76,12.092,0.71197,61.819
19.04,1007.4,87.292,3.6141,24.889,1087.7,549.66,133.79,11.865,0.92382,63.924
10.34,1015.5,94.16,4.4086,23.878,1085.0,550.07,133.67,11.866,1.1852,76.127
22.251,1019.9,57.19,4.8145,30.203,1099.8,535.82,151.59,13.546,2.2758,78.938
11.755,1023.3,92.894,3.2127,19.285,1058.4,549.52,113.46,10.48,3.888,83.776
9.2353,1020.5,95.418,4.5044,30.303,1093.6,533.46,153.35,13.374,0.86745,66.676
10.838,1020.0,86.697,4.1068,24.057,1086.3,549.93,133.38,11.838,1.381,75.592
19.884,1012.8,96.076,3.1264,19.682,1058.5,549.78,111.75,10.447,2.3385,56.676
19.95,1012.4,96.347,4.0534,25.516,1091.6,550.04,134.78,12.083,1.4832,67.611
11.485,1007.2,89.352,3.9077,20.21,1061.9,550.11,116.94,10.783,2.4264,80.478
12.804,1028.6,83.19,5.3414,33.008,1100.1,526.42,160.36,14.225,0.86509,63.604
10.426,1015.0,97.934,4.437,23.907,1084.7,549.69,133.9,11.914,3.6423,90.374
5.0722,1021.8,94.437,3.6508,23.742,1085.3,549.99,134.67,11.826,0.84655,83.784
29.258,1011.3,51.191,4.0767,26.197,1094.7,549.74,133.76,12.297,0.077789,63.305
19.921,1010.3,95.536,3.8614,24.815,1088.4,549.84,133.41,11.89,0.55016,60.929
23.134,1011.4,89.345,4.0042,25.443,1091.5,550.27,133.73,12.142,1.136,58.348
9.9235,1019.9,98.392,4.5537,19.403,1052.4,546.86,112.19,10.606,4.9137,86.394
15.565,1012.7,77.566,4.4437,24.102,1085.1,549.98,132.73,11.72,0.88197,72.746
10.819,1012.3,90.953,3.6773,23.98,1084.3,549.95,133.68,11.807,0.91709,76.791
28.086,1005.0,53.809,3.9674,25.945,1092.5,549.7,133.72,12.159,0.75581,69.322
26.605,1012.4,80.243,3.8637,25.92,1092.8,549.8,134.48,12.356,0.72874,58.323
19.853,1018.2,93.949,4.2163,26.498,1097.3,550.41,138.83,12.367,1.2836,70.582
26.891,1004.9,43.941,3.9695,25.605,1091.9,550.09,133.81,12.111,0.73213,71.94
20.598,1011.9,90.128,3.563,22.728,1075.1,550.17,122.65,11.436,1.6815,58.985
12.191,1014.6,85.099,4.8406,32.163,1100.3,530.68,159.64,13.953,0.42732,64.704
10.024,1014.0,82.681,4.15,25.697,1089.4,546.16,141.03,12.343,1.1427,74.599
14.515,1009.7,67.243,4.1382,24.14,1085.1,550.01,133.76,11.84,1.7433,77.142
18.555,1009.6,71.11,4.1809,24.848,1089.1,549.91,134.78,12.004,1.2252,73.495
11.752,1015.9,93.704,3.3545,19.109,1051.7,546.77,111.36,10.451,4.8599,78.192
12.325,1007.9,94.629,3.6882,20.26,1061.9,549.85,116.88,10.756,3.1638,77.02
4.0772,1011.1,93.008,3.8324,23.49,1084.7,550.04,133.67,11.749,1.3579,84.284
11.205,1016.9,91.35,4.1584,21.694,1069.6,549.45,122.81,11.145,2.6689,78.823
12.115,1016.8,92.416,4.6315,25.558,1088.6,545.75,138.96,12.27,1.2819,70.77
24.301,1016.3,78.334,3.952,25.562,1091.7,550.4,133.41,12.07,0.15235,59.412
21.054,1005.8,84.447,3.7126,25.269,1089.0,549.83,134.2,12.03,0.3216,62.865
26.102,1004.2,71.633,4.3764,30.268,1099.9,539.72,148.67,13.32,0.80686,55.046
13.891,1016.4,65.494,4.4764,31.629,1099.9,531.63,158.25,13.806,1.6303,67.485
23.419,1012.4,65.578,3.6438,25.124,1089.8,550.39,133.77,12.207,0.77303,64.275
4.8595,1012.9,87.436,4.9814,32.98,1100.4,527.27,166.35,14.106,0.72702,67.196
20.653,1016.8,87.659,4.4908,31.416,1099.9,534.27,153.34,13.645,3.7625,51.525
31.109,1012.2,58.863,4.4812,29.586,1099.6,541.77,146.07,13.108,1.2354,56.418
23.535,1006.9,93.032,3.2621,20.521,1061.9,549.78,112.97,10.755,1.6678,53.689
8.3282,1018.9,73.777,5.1666,33.348,1100.1,526.06,164.61,14.225,0.50456,66.601
13.75,1018.7,94.969,4.3132,24.492,1087.1,549.86,133.68,11.925,1.4978,71.876
21.405,1012.8,80.909,4.5006,31.074,1099.9,535.83,151.79,13.488,0.028511,55.015
21.374,1018.3,88.675,3.737,25.171,1090.6,550.0,133.95,12.178,0.7304,60.388
14.892,1007.2,66.74,4.2261,24.523,1086.9,550.13,133.74,11.879,1.0276,74.514
9.2014,1013.7,82.96,3.829,23.729,1084.1,550.09,133.66,11.948,1.2238,76.82
4.3771,1010.8,91.264,3.8257,23.523,1084.9,550.06,133.67,11.791,1.291,84.532
22.035,1003.9,75.909,2.9534,19.799,1057.7,549.81,111.17,10.53,1.8057,58.21
26.12,1013.8,64.292,3.7668,25.472,1091.6,549.91,133.8,12.181,0.72197,63.585
25.156,1009.2,59.886,4.8061,29.225,1100.1,540.07,146.12,13.225,1.1947,65.716
18.704,1011.7,88.963,3.1408,19.903,1060.2,550.11,112.77,10.663,2.4664,58.067
10.688,1022.1,83.283,5.5762,32.222,1099.9,529.18,160.92,13.974,1.7402,65.446
23.254,1014.0,86.569,3.7582,25.572,1091.7,549.97,134.31,12.272,0.39873,58.703
17.471,1009.1,77.134,3.5195,19.192,1055.2,549.94,110.72,10.388,3.5579,73.411
7.2647,1006.3,99.496,3.477,19.53,1037.7,537.32,110.19,10.483,7.9632,90.912
14.816,1012.8,97.012,4.5833,24.288,1085.4,549.79,132.67,11.821,1.3214,69.298
10.092,1018.4,89.794,3.9899,23.887,1085.7,550.03,134.33,11.971,0.6163,72.017
10.38,1018.6,91.149,3.9952,23.96,1085.6,550.14,133.98,11.842,0.54588,72.31
18.933,1014.6,74.488,4.8506,31.022,1100.0,533.47,155.44,13.751,0.74495,60.201
12.776,1019.6,94.46,4.1492,22.429,1076.3,549.98,126.22,11.347,2.0682,76.251
12.029,1016.1,88.403,4.435,24.135,1086.9,550.13,134.59,11.97,1.2681,76.935
18.237,1011.7,84.216,2.9809,19.744,1058.4,549.95,111.75,10.579,2.7487,61.825
28.057,1010.3,67.178,3.8591,25.878,1093.0,549.89,133.81,12.173,0.8048,61.922
11.702,1016.3,62.237,4.4126,25.035,1090.9,550.07,133.68,12.141,1.3225,81.835
23.571,1006.7,81.24,3.1481,20.618,1062.2,549.93,114.0,10.805,1.7909,55.168
18.42,1017.0,87.133,3.1543,19.625,1058.5,550.05,111.56,10.485,3.6429,62.893
14.869,1009.3,98.65,3.5972,19.631,1056.7,550.02,111.57,10.452,4.0486,69.298
28.079,1012.6,80.511,4.3219,29.096,1100.3,543.66,144.27,12.983,0.21614,54.022
29.934,1014.2,51.246,3.9406,26.009,1093.9,549.91,133.38,12.268,0.35813,65.445
14.191,1020.9,67.15,3.5785,21.316,1069.1,549.87,120.9,11.1,2.6628,77.139
30.988,1009.4,50.84,4.4614,29.911,1100.0,540.97,147.3,13.252,0.12406,55.223
7.5311,1012.2,74.609,4.1227,23.651,1083.9,550.29,132.15,11.751,1.3074,82.675
20.549,1013.1,84.656,3.8715,24.83,1087.9,550.08,132.47,11.959,0.68697,59.697
28.008,1010.2,63.619,3.8522,25.593,1091.5,549.88,133.83,12.124,0.51475,63.605
8.398,1023.3,78.009,5.2655,33.564,1100.1,524.88,166.03,14.342,0.54709,60.202
17.295,1007.2,74.121,2.8248,18.529,1042.9,545.2,105.35,10.212,5.5424,78.835
16.085,1021.5,58.773,4.6973,30.076,1098.7,536.97,151.18,13.379,1.093,73.668
25.112,1013.7,68.195,3.943,26.798,1097.4,548.44,140.04,12.481,0.28991,66.639
19.35,1012.1,88.078,3.0327,19.816,1058.3,550.02,112.03,10.593,2.4112,61.119
19.673,1016.4,94.176,3.174,19.689,1058.8,549.95,111.77,10.471,2.8274,55.258
21.047,1014.2,90.969,3.0596,19.653,1057.7,549.89,111.22,10.671,2.3034,55.431
11.038,1020.5,100.16,5.2608,24.152,1085.9,550.06,133.81,11.989,2.0528,76.028
